SectionName,hw,tw,bf,tf,Fy,a3,s,w,E,G,nu,phi_s,phi_f,L,omega2,alpha_LT
WTB610/450×32,610,2.66,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/127×6,610,3.04,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/152×6,610,3.04,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/152×8,610,3.04,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/152×10,610,3.04,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/178×10,610,3.04,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/152×13,610,3.04,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/178×13,610,3.04,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/203×13,610,3.04,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/152×19,610,3.04,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/203×16,610,3.04,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/203×19,610,3.04,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/254×19,610,3.04,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/203×25,610,3.04,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/254×25,610,3.04,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/279×25,610,3.04,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/305×25,610,3.04,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/254×32,610,3.04,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/330×25,610,3.04,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/356×25,610,3.04,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/305×32,610,3.04,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/406×25,610,3.04,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/356×32,610,3.04,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/406×32,610,3.04,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC610/450×32,610,3.04,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/127×6,610,4.18,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/152×6,610,4.18,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/152×8,610,4.18,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/152×10,610,4.18,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/178×10,610,4.18,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/152×13,610,4.18,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/178×13,610,4.18,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/203×13,610,4.18,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/152×19,610,4.18,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/203×16,610,4.18,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/203×19,610,4.18,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/254×19,610,4.18,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/203×25,610,4.18,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/254×25,610,4.18,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/279×25,610,4.18,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/305×25,610,4.18,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/254×32,610,4.18,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/330×25,610,4.18,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/356×25,610,4.18,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/305×32,610,4.18,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/406×25,610,4.18,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/356×32,610,4.18,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/406×32,610,4.18,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF610/450×32,610,4.18,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/127×6,610,4.94,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/152×6,610,4.94,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/152×8,610,4.94,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/152×10,610,4.94,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/178×10,610,4.94,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/152×13,610,4.94,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/178×13,610,4.94,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/203×13,610,4.94,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/152×19,610,4.94,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/203×16,610,4.94,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/203×19,610,4.94,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/254×19,610,4.94,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/203×25,610,4.94,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/254×25,610,4.94,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/279×25,610,4.94,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/305×25,610,4.94,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/254×32,610,4.94,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/330×25,610,4.94,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/356×25,610,4.94,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/305×32,610,4.94,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/406×25,610,4.94,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/356×32,610,4.94,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/406×32,610,4.94,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH610/450×32,610,4.94,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/127×6,610,6.07,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/152×6,610,6.07,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/152×8,610,6.07,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/152×10,610,6.07,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/178×10,610,6.07,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/152×13,610,6.07,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/178×13,610,6.07,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/203×13,610,6.07,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/152×19,610,6.07,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/203×16,610,6.07,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/203×19,610,6.07,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/254×19,610,6.07,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/203×25,610,6.07,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/254×25,610,6.07,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/279×25,610,6.07,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/305×25,610,6.07,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/254×32,610,6.07,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/330×25,610,6.07,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/356×25,610,6.07,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/305×32,610,6.07,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/406×25,610,6.07,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/356×32,610,6.07,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/406×32,610,6.07,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK610/450×32,610,6.07,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/127×6,750,1.9,127,6,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/152×6,750,1.9,152,6,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/152×8,750,1.9,152,8,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/152×10,750,1.9,152,10,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/178×10,750,1.9,178,10,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/152×13,750,1.9,152,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/178×13,750,1.9,178,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/203×13,750,1.9,203,13,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/152×19,750,1.9,152,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/203×16,750,1.9,203,16,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/203×19,750,1.9,203,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/254×19,750,1.9,254,19,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/203×25,750,1.9,203,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/254×25,750,1.9,254,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/279×25,750,1.9,279,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/305×25,750,1.9,305,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/254×32,750,1.9,254,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/330×25,750,1.9,330,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/356×25,750,1.9,356,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/305×32,750,1.9,305,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/406×25,750,1.9,406,25,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/356×32,750,1.9,356,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/406×32,750,1.9,406,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTA750/450×32,750,1.9,450,32,350,40,88.985,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/127×6,750,2.66,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/152×6,750,2.66,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/152×8,750,2.66,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/152×10,750,2.66,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/178×10,750,2.66,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/152×13,750,2.66,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/178×13,750,2.66,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/203×13,750,2.66,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/152×19,750,2.66,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/203×16,750,2.66,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/203×19,750,2.66,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/254×19,750,2.66,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/203×25,750,2.66,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/254×25,750,2.66,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/279×25,750,2.66,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/305×25,750,2.66,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/254×32,750,2.66,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/330×25,750,2.66,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/356×25,750,2.66,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/305×32,750,2.66,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/406×25,750,2.66,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/356×32,750,2.66,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/406×32,750,2.66,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTB750/450×32,750,2.66,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/127×6,750,3.04,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/152×6,750,3.04,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/152×8,750,3.04,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/152×10,750,3.04,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/178×10,750,3.04,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/152×13,750,3.04,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/178×13,750,3.04,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/203×13,750,3.04,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/152×19,750,3.04,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/203×16,750,3.04,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/203×19,750,3.04,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/254×19,750,3.04,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/203×25,750,3.04,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/254×25,750,3.04,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/279×25,750,3.04,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/305×25,750,3.04,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/254×32,750,3.04,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/330×25,750,3.04,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/356×25,750,3.04,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/305×32,750,3.04,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/406×25,750,3.04,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/356×32,750,3.04,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/406×32,750,3.04,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTC750/450×32,750,3.04,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/127×6,750,4.18,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/152×6,750,4.18,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/152×8,750,4.18,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/152×10,750,4.18,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/178×10,750,4.18,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/152×13,750,4.18,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/178×13,750,4.18,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/203×13,750,4.18,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/152×19,750,4.18,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/203×16,750,4.18,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/203×19,750,4.18,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/254×19,750,4.18,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/203×25,750,4.18,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/254×25,750,4.18,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/279×25,750,4.18,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/305×25,750,4.18,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/254×32,750,4.18,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/330×25,750,4.18,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/356×25,750,4.18,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/305×32,750,4.18,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/406×25,750,4.18,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/356×32,750,4.18,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/406×32,750,4.18,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTF750/450×32,750,4.18,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/127×6,750,4.94,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/152×6,750,4.94,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/152×8,750,4.94,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/152×10,750,4.94,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/178×10,750,4.94,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/152×13,750,4.94,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/178×13,750,4.94,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/203×13,750,4.94,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/152×19,750,4.94,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/203×16,750,4.94,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/203×19,750,4.94,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/254×19,750,4.94,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/203×25,750,4.94,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/254×25,750,4.94,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/279×25,750,4.94,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/305×25,750,4.94,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/254×32,750,4.94,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/330×25,750,4.94,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/356×25,750,4.94,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/305×32,750,4.94,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/406×25,750,4.94,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/356×32,750,4.94,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/406×32,750,4.94,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTH750/450×32,750,4.94,450,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/127×6,750,6.07,127,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/152×6,750,6.07,152,6,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/152×8,750,6.07,152,8,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/152×10,750,6.07,152,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/178×10,750,6.07,178,10,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/152×13,750,6.07,152,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/178×13,750,6.07,178,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/203×13,750,6.07,203,13,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/152×19,750,6.07,152,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/203×16,750,6.07,203,16,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/203×19,750,6.07,203,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/254×19,750,6.07,254,19,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/203×25,750,6.07,203,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/254×25,750,6.07,254,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/279×25,750,6.07,279,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/305×25,750,6.07,305,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/254×32,750,6.07,254,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/330×25,750,6.07,330,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/356×25,750,6.07,356,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/305×32,750,6.07,305,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/406×25,750,6.07,406,25,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/356×32,750,6.07,356,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
WTK750/406×32,750,6.07,406,32,350,43,90.596,77.5,200000,77000,0.3,0.75,0.9,6000,1,0.34
